PersonalID,FirstName,LastName,SSN,SSNDataQuality,DOB,DOBDataQuality,RaceEthnicity,Gender,VeteranStatus,DisablingCondition,CreatedDate
4e939ecf,Charles,Moore,695-82-9737,1,1979-07-26 19:20:36.361945,1,[5],[1],0,1,2021-05-24
13668055,Thomas,Martin,339-54-5902,99,2005-06-17 19:20:36.361954,1,[3],[3],1,1,2023-05-06
7479e299,Linda,Martin,903-83-3293,1,1971-09-06 19:20:36.361962,1,"[1, 6]",[1],0,0,2023-12-12
2fa35dfb,Sandra,Wilson,632-41-2724,8,2006-11-15 19:20:36.361970,1,[3],[1],0,0,2023-05-04
91c122f5,Emily,Clark,696-34-6919,1,2004-03-24 19:20:36.361978,1,[3],[0],0,1,2022-08-14
9aca855a,Anthony,Brown,250-64-7751,2,2002-04-10 19:20:36.361986,1,"[2, 5]","[0, 5]",0,0,2023-06-02
11d02267,William,Smith,163-64-3130,1,1965-11-20 19:20:36.361994,1,[1],[9],0,1,2021-12-16
d88a0e75,Michael,Jones,556-19-7050,1,1984-07-24 19:20:36.362002,1,"[6, 5]","[0, 5]",0,9,2021-12-28
bf8011cf,James,Lee,512-85-9502,1,1987-11-30 19:20:36.362011,1,"[6, 5]",[0],0,8,2023-02-07
5ed3eaed,John,Johnson,992-43-9172,1,1994-05-12 19:20:36.362019,1,[5],[1],0,0,2022-01-17
05c13ae0,Karen,Allen,550-98-9020,1,1977-09-26 19:20:36.362027,9,[3],[1],0,8,2021-10-03
1dac774d,Ashley,Williams,526-30-3364,1,1987-09-21 19:20:36.362035,1,[6],[1],0,0,2022-02-10
74b237b1,Joseph,Martin,596-68-3119,1,1962-12-26 19:20:36.362043,1,[1],[0],0,0,2023-09-24
1ad8af7e,Lisa,Rodriguez,625-XX-XXXX,1,1994-03-17 19:20:36.362051,9,[3],[0],0,1,2022-01-08
6de37021,Lisa,Smith,220-XX-XXXX,1,1987-08-17 19:20:36.362060,1,[3],[1],0,1,2023-10-27
00d4cd79,John,Davis,566-70-1534,9,1989-11-05 19:20:36.362068,1,"[1, 6, 5]",[1],0,1,2021-08-14
ee1b2a07,Thomas,Jackson,672-57-2945,99,2004-10-12 19:20:36.362076,1,[9],[1],0,1,2023-07-12
fa6b74ed,Richard,Robinson,518-24-2980,9,1997-04-18 19:20:36.362084,99,[7],[0],0,0,2024-03-07
7dadb87c,Michael,Rodriguez,396-15-9565,1,1984-04-16 19:20:36.362092,1,[3],[0],0,0,2022-03-12
bb1f28ee,Sarah,Anderson,480-49-7135,1,2002-02-20 19:20:36.362100,1,"[3, 5]",[1],0,1,2022-01-16
95bf2763,David,Brown,597-13-3340,9,1969-03-03 19:20:36.362109,1,"[3, 6, 5]",[0],0,1,2022-02-16
3e7670e0,Nancy,Taylor,703-63-1797,1,1990-12-11 19:20:36.362117,1,[3],[1],0,1,2021-05-01
165f8136,Nancy,Robinson,412-XX-XXXX,99,1996-06-12 19:20:36.362125,1,[8],[1],0,0,2022-01-10
99216757,Thomas,Robinson,320-XX-XXXX,99,1965-10-21 19:20:36.362133,1,[3],[4],0,1,2022-01-28
024577b4,Mary,Jones,857-72-1034,8,1987-10-10 19:20:36.362141,1,[3],[1],1,0,2022-06-16
acffed5e,Emily,Walker,457-18-1732,1,2002-06-20 19:20:36.362149,1,[5],[1],1,0,2023-04-18
a59fef64,Lisa,Williams,686-49-8411,1,1942-12-15 19:20:36.362158,1,"[1, 3, 5]",[0],0,1,2023-06-22
23a30299,Susan,Rodriguez,900-XX-XXXX,8,1991-02-25 19:20:36.362166,1,"[3, 5]",[0],0,0,2021-08-12
390bee08,Richard,Walker,954-87-3175,1,1983-09-22 19:20:36.362174,1,"[3, 5]",[1],0,0,2021-12-07
e55dee77,Robert,Thompson,616-91-8551,1,2005-04-23 19:20:36.362182,1,"[1, 3]",[0],0,1,2021-06-13
332d2f3d,Matthew,Walker,783-67-3440,1,1973-02-16 19:20:36.362190,1,"[3, 6, 5]",[1],0,1,2022-08-24
7b0633e7,Ashley,Martin,433-XX-XXXX,9,1981-11-16 19:20:36.362198,1,"[6, 5]",[0],0,1,2021-06-25
6e99b865,Jessica,Hall,739-95-7711,1,1980-04-11 19:20:36.362206,1,"[3, 5]",[1],0,0,2023-02-13
4a4bd466,Susan,Harris,504-53-9863,1,1965-02-12 19:20:36.362215,1,"[6, 5]","[0, 5]",0,0,2021-09-13
f032917c,Richard,Miller,786-66-5544,1,1964-10-16 19:20:36.362223,1,[6],[1],0,0,2022-07-21
3053103f,Susan,Taylor,986-31-1406,1,2005-12-29 19:20:36.362231,1,"[3, 5]",[1],0,0,2021-05-12
bf134d4c,James,Rodriguez,915-49-3028,99,2004-06-22 19:20:36.362239,1,[5],[0],0,1,2022-12-02
ba8159e8,Elizabeth,Martin,187-34-9877,1,2002-08-05 19:20:36.362248,2,"[3, 4, 5]",[1],0,1,2021-03-02
8d9d0311,Susan,Martin,154-82-9548,1,1990-12-31 19:20:36.362256,2,"[3, 5]",[0],0,1,2024-04-14
4360892f,Susan,Thompson,587-74-1305,8,2008-03-28 19:20:36.362264,1,"[1, 3]",[1],0,1,2022-04-26
6b19e9cf,Elizabeth,Moore,644-33-1310,1,1998-05-21 19:20:36.362272,1,[3],[1],1,1,2023-09-06
eca54c9d,Joseph,Garcia,310-41-8278,1,1991-05-28 19:20:36.362281,99,"[3, 5]",[1],0,1,2023-09-21
d40ebfda,Ashley,Anderson,646-87-6249,1,1973-07-11 19:20:36.362289,1,[5],[2],0,1,2021-07-26
036cf938,Karen,Hall,146-72-1381,1,2000-08-25 19:20:36.362297,1,[5],[0],0,1,2021-01-20
08d59e58,John,Young,284-63-1394,1,1972-01-25 19:20:36.362306,1,"[1, 3, 5]",[2],0,1,2021-05-06
55f8c028,Michael,Garcia,424-XX-XXXX,2,2003-08-11 19:20:36.362314,1,[3],[0],1,0,2022-06-29
3b4953c7,Margaret,Garcia,193-24-2627,2,1965-02-26 19:20:36.362322,1,[1],"[0, 5]",0,1,2021-01-15
4c2a9e47,Donald,Smith,392-28-3992,8,2001-11-27 19:20:36.362330,1,[7],[0],0,99,2024-04-07
77d92138,Joseph,Walker,191-29-6026,9,1993-09-28 19:20:36.362339,1,[3],[1],0,0,2021-03-27
abd11425,Margaret,Johnson,794-XX-XXXX,1,1967-01-16 19:20:36.362347,1,[7],[1],1,0,2021-07-18
a7f4297b,Jessica,White,729-51-3973,1,2004-05-15 19:20:36.362355,1,"[3, 5]",[1],0,1,2022-03-09
66da929a,Sandra,Hernandez,159-48-7388,2,2005-10-16 19:20:36.362363,1,"[1, 5]",[1],0,1,2023-12-06
b28db3e4,Joseph,King,245-62-6311,1,2000-07-25 19:20:36.362371,1,[3],[0],0,1,2021-01-15
82543b88,Elizabeth,Jones,947-25-1849,1,1987-06-01 19:20:36.362379,1,[3],[0],0,1,2023-02-09
3814f00a,Jennifer,Jackson,870-86-4874,2,1994-09-28 19:20:36.362388,1,"[1, 3, 5]",[0],0,0,2024-05-19
2a6d53c4,Sandra,Harris,870-74-7308,8,1984-01-28 19:20:36.362396,1,[8],[1],0,1,2023-12-02
f5d7495f,Margaret,Anderson,375-XX-XXXX,1,1998-12-07 19:20:36.362404,1,"[6, 5]",[1],0,1,2022-06-29
e0be473a,Donald,Young,575-80-7669,1,2006-07-16 19:20:36.362412,2,[3],[0],0,1,2023-09-23
1ab33164,Jessica,Jackson,129-62-4829,1,1986-07-15 19:20:36.362421,1,[9],[1],0,1,2023-08-28
996f77b8,Margaret,Harris,119-XX-XXXX,1,2001-01-23 19:20:36.362429,9,"[3, 5]",[1],0,0,2022-11-22
f618d98a,Donald,Harris,700-96-2663,1,1962-12-15 19:20:36.362437,1,"[1, 3, 5]",[1],0,0,2024-05-22
7ff8fb70,Jessica,Johnson,668-93-3057,1,1981-04-13 19:20:36.362445,1,"[3, 5]",[1],0,0,2023-05-30
33dff7f6,Robert,Johnson,516-67-2374,1,1985-11-12 19:20:36.362453,1,[5],[0],1,1,2022-11-21
1c706540,Mark,Davis,612-36-3332,1,1984-02-16 19:20:36.362462,8,[3],[0],0,0,2023-01-30
ff1520c6,Charles,Garcia,272-41-9806,1,1945-02-15 19:20:36.362470,1,"[3, 5]","[0, 5]",0,1,2022-12-04
ba7d4e0a,Nancy,Rodriguez,668-XX-XXXX,1,2006-01-16 19:20:36.362479,1,"[3, 5]",[1],0,1,2022-10-08
29654c8a,John,Young,101-69-5739,1,1986-05-12 19:20:36.362487,1,[6],[1],0,0,2022-05-06
825f357f,Robert,Walker,271-10-1985,2,1992-10-28 19:20:36.362495,1,"[2, 5]",[1],0,0,2023-01-10
04d06f6f,Michael,Taylor,593-XX-XXXX,1,1991-12-28 19:20:36.362503,1,"[3, 6]",[1],0,0,2023-03-28
8bce3a9b,Elizabeth,Hernandez,356-97-7228,1,2008-10-30 19:20:36.362516,8,[5],[1],0,8,2023-02-15
31121cea,Sarah,Lewis,962-XX-XXXX,1,1972-05-07 19:20:36.362525,1,"[3, 5]",[0],0,0,2024-06-04
8e9e082a,Ashley,Davis,699-75-5609,2,1948-08-22 19:20:36.362533,1,[5],[1],1,1,2021-04-28
89d7503f,Thomas,Martin,856-78-2145,1,1991-05-23 19:20:36.362542,1,[5],[1],0,1,2022-12-31
bc1ff4ad,David,White,504-99-3014,1,1992-04-01 19:20:36.362550,1,[1],[1],0,1,2022-11-08
da487eff,John,Brown,842-81-5578,1,1968-12-23 19:20:36.362558,1,[7],[4],0,8,2021-07-25
296c1e3a,Emily,Taylor,315-XX-XXXX,1,1998-07-10 19:20:36.362566,1,[4],[1],0,1,2021-01-07
44642a03,Charles,Lewis,921-50-6613,1,2006-05-21 19:20:36.362574,1,[3],[0],0,99,2023-07-25
d0b69b07,Anthony,Jackson,870-67-5473,1,1987-10-01 19:20:36.362582,9,[2],[1],1,0,2023-04-03
b2ad7ab7,Richard,Martin,429-53-4450,1,1995-09-23 19:20:36.362590,1,[99],[1],0,0,2021-10-12
e1571eab,John,Walker,713-52-1260,1,1994-08-18 19:20:36.362599,1,"[6, 5]",[0],0,1,2021-02-22
c81907eb,James,Jones,236-XX-XXXX,99,1987-02-25 19:20:36.362607,1,[3],[6],0,9,2024-05-17
a5605724,Jessica,Martinez,102-87-8807,1,1951-12-27 19:20:36.362615,99,[7],[1],0,1,2021-09-09
438577bd,Daniel,Rodriguez,109-96-3843,1,1965-02-26 19:20:36.362623,1,[3],[1],0,0,2023-12-23
474ae8d7,Emily,Martin,813-72-7435,2,1999-06-05 19:20:36.362631,1,[6],[1],0,0,2022-07-27
17bcf859,William,Rodriguez,906-93-2270,1,2001-02-14 19:20:36.362640,2,[9],[0],1,9,2022-05-25
1d61b8bc,Jessica,Garcia,952-95-8293,1,1949-12-05 19:20:36.362648,1,[3],[0],1,0,2023-01-25
0538759c,Jennifer,Rodriguez,461-58-6864,1,1978-12-03 19:20:36.362656,1,[5],[1],0,1,2023-07-15
4c9b9149,Karen,Garcia,959-99-1138,1,2004-01-16 19:20:36.362665,1,"[6, 5]",[0],0,1,2024-06-20
aec11bdd,Joseph,Martinez,479-34-8283,99,1979-03-27 19:20:36.362673,8,[6],[1],0,1,2023-09-01
2057a9bd,Matthew,Martin,860-12-5606,2,1970-03-10 19:20:36.362681,1,[7],[1],0,1,2023-11-21
8244a76b,Charles,Martin,826-55-4137,1,1986-12-20 19:20:36.362689,1,"[1, 3]",[0],0,1,2023-04-27
89eee176,Anthony,Garcia,728-90-5967,1,1982-11-18 19:20:36.362698,1,[1],[99],0,0,2022-01-20
0dfd7ba3,Emily,Young,326-39-9090,1,1993-01-13 19:20:36.362706,1,"[6, 5]",[8],0,8,2021-01-07
a9ac581f,Robert,Davis,137-XX-XXXX,1,2011-04-29 19:20:36.362714,1,[6],[1],0,1,2022-10-22
6f2e0f6d,Michael,Thompson,820-87-4425,1,1987-01-16 19:20:36.362722,1,"[3, 6]",[1],0,8,2021-02-04
6c5db60e,Jennifer,Johnson,940-91-7489,1,1979-03-08 19:20:36.362730,1,"[3, 6, 5]",[1],0,0,2023-01-08
b449a76b,Mark,Jackson,384-82-9197,1,2009-10-08 19:20:36.362739,1,[6],[0],0,99,2021-04-04
8808b272,Richard,Moore,665-34-3875,1,1988-06-28 19:20:36.362747,1,"[3, 5]",[0],0,1,2022-10-29
d86497ea,Elizabeth,Martin,231-18-3087,1,1986-07-18 19:20:36.362755,1,[7],[1],0,0,2023-06-29
21f492ed,Karen,Martinez,683-39-9570,99,1980-12-23 19:20:36.362763,2,[3],[1],0,0,2022-04-24
ebdb4e6b,Sarah,Jackson,380-34-1378,1,1979-03-06 19:20:36.362771,1,[5],[6],0,1,2024-05-27
a18fc403,Mary,Robinson,809-XX-XXXX,1,1981-12-08 19:20:36.362780,1,"[3, 5]",[1],0,1,2023-09-20
02f2019e,Mark,Rodriguez,729-42-8437,1,2000-08-06 19:20:36.362788,1,[5],[1],0,1,2023-03-31
a7bf5549,Mark,Thomas,537-92-1849,1,1980-02-16 19:20:36.362796,1,"[3, 6]",[1],0,0,2024-06-08
f7463db0,Elizabeth,Walker,430-XX-XXXX,1,1996-01-26 19:20:36.362804,1,[5],[0],0,0,2021-06-16
b3fb0cfe,Mark,Taylor,516-45-2994,1,2006-08-22 19:20:36.362812,1,"[3, 6]",[0],0,1,2022-12-15
f6ae55ec,Charles,Anderson,577-73-6922,2,1992-03-09 19:20:36.362820,1,"[6, 5]",[0],0,1,2023-05-27
e393a7b6,Elizabeth,Johnson,144-38-1769,1,2005-05-31 19:20:36.362829,1,"[6, 5]",[3],0,1,2023-09-03
e9c23eb5,Sarah,Smith,530-78-8354,1,2004-04-02 19:20:36.362837,1,[5],[1],0,99,2021-07-25
b8602fd2,Karen,Martinez,501-34-6483,1,1990-03-10 19:20:36.362845,1,"[1, 3]",[1],0,99,2023-02-28
ba68cabf,Margaret,Johnson,685-13-4696,1,1992-02-17 19:20:36.362853,1,"[3, 5]",[1],0,9,2022-08-25
7fee35f2,Joseph,Brown,533-XX-XXXX,8,1971-08-15 19:20:36.362861,1,[3],[0],0,1,2024-05-28
1d4db572,Linda,Allen,355-XX-XXXX,1,1985-09-12 19:20:36.362869,1,[1],[3],0,1,2022-02-04
99e61db4,James,Thomas,437-49-2029,1,1983-08-27 19:20:36.362877,1,[7],[1],0,1,2021-10-21
17246e69,Sandra,Thomas,199-13-8863,1,1989-05-29 19:20:36.362885,2,[5],[0],0,1,2023-12-02
8e9111cb,James,Hall,124-85-6477,1,2011-10-17 19:20:36.362894,1,"[3, 5]",[0],0,1,2024-03-17
3242878d,Robert,Lee,353-23-8759,1,1999-09-03 19:20:36.362902,1,"[6, 5]",[1],0,0,2023-10-31
7025cfc9,William,Martinez,448-16-6465,1,2006-06-06 19:20:36.362910,1,"[2, 3]",[1],0,1,2021-03-07
162cb68c,Elizabeth,Smith,342-19-8184,1,1961-11-13 19:20:36.362918,1,"[3, 6]",[1],0,0,2021-09-19
70fd69a7,Daniel,Walker,740-67-3045,1,2006-05-17 19:20:36.362926,1,"[6, 5]",[1],0,1,2023-10-17
c93958b2,Mark,Hernandez,162-14-7183,1,1996-01-20 19:20:36.362934,8,[5],[0],0,8,2021-06-28
25a91396,Daniel,Clark,968-98-2065,1,2002-07-21 19:20:36.362942,1,"[6, 5]",[1],0,1,2022-09-10
50f2ee38,Sarah,Anderson,163-66-1897,1,1944-06-12 19:20:36.362951,1,[6],[0],0,0,2024-01-29
d74a6547,Patricia,Jackson,741-65-2077,1,1985-09-28 19:20:36.362959,1,"[6, 5]",[1],0,99,2023-08-15
c09e3334,Daniel,Jones,157-81-1855,1,1992-03-15 19:20:36.362967,2,[5],[99],0,1,2021-12-11
473ec4fb,Lisa,White,490-61-2570,1,2010-11-09 19:20:36.362975,1,[5],[1],0,0,2023-07-03
39bdcd50,Donald,Thomas,520-39-1173,8,1981-07-26 19:20:36.362983,1,[6],[0],0,0,2021-08-25
39d34abf,Elizabeth,Thomas,575-64-2659,1,2001-06-26 19:20:36.362992,1,[4],[0],1,0,2023-09-15
e78aaa1d,Jessica,White,791-13-8439,1,1970-08-01 19:20:36.363000,1,[5],[1],0,0,2024-01-13
a3a703fc,Jennifer,Thomas,701-34-2769,1,2003-09-04 19:20:36.363008,1,[3],[1],0,99,2022-05-09
7e09d7b4,Sarah,Johnson,709-18-4172,1,2004-11-26 19:20:36.363016,9,"[2, 3, 5]",[1],0,1,2022-05-14
bed4022f,Emily,Rodriguez,229-XX-XXXX,1,2009-02-24 19:20:36.363024,1,"[3, 6]",[0],0,8,2022-03-10
fa6361fe,Matthew,Wilson,362-55-7897,1,1994-08-12 19:20:36.363033,2,[5],[1],0,1,2021-12-16
2e686e5b,Daniel,Wilson,735-66-4046,9,1981-10-04 19:20:36.363041,1,[6],[0],0,0,2021-07-03
914b0ec9,Linda,Wilson,916-15-1991,1,2011-07-25 19:20:36.363049,1,[5],[3],0,1,2021-08-05
0c3c4234,James,Clark,698-65-9407,1,1990-10-05 19:20:36.363057,1,[3],[0],0,0,2023-06-10
548c86d9,Patricia,Taylor,872-XX-XXXX,1,1981-07-23 19:20:36.363065,1,"[3, 5]",[3],0,1,2021-03-01
4a8b20db,Anthony,Martinez,697-79-3385,1,1982-09-01 19:20:36.363074,2,"[6, 5]",[1],0,9,2021-11-25
9d5059df,William,Williams,416-87-6618,1,1988-12-22 19:20:36.363082,1,[1],[0],0,1,2022-10-31
fbcd5b4c,Sarah,King,108-76-3369,9,1986-10-18 19:20:36.363090,1,"[3, 6]",[1],0,1,2023-02-25
e9ce4ef3,John,Lewis,619-81-1894,1,1989-08-16 19:20:36.363098,1,[3],[0],0,0,2022-07-29
2a161286,Nancy,Williams,300-35-4297,99,2002-10-21 19:20:36.363106,1,[3],"[0, 5]",0,0,2022-03-28
c56f6ee1,Margaret,Young,449-34-8794,9,2005-09-10 19:20:36.363114,1,[3],[0],0,0,2022-06-12
a4c0a593,Susan,Taylor,578-86-6425,1,1966-01-19 19:20:36.363122,1,[3],[0],0,1,2023-09-03
8a51d3ad,Charles,Jones,679-XX-XXXX,1,1959-02-19 19:20:36.363131,1,"[3, 4, 5]",[1],0,0,2021-09-10
7c08d454,Sarah,Anderson,730-XX-XXXX,1,1988-10-30 19:20:36.363139,8,[6],[1],1,1,2021-10-06
5c54a9d7,Charles,Davis,436-30-2717,1,2001-01-25 19:20:36.363147,1,"[6, 5]",[0],0,1,2023-12-31
668cafd9,Jessica,Smith,908-15-9125,1,1996-02-09 19:20:36.363155,1,[6],[8],0,1,2023-10-05
a402cde7,Ashley,Garcia,103-91-4654,1,1994-12-26 19:20:36.363163,1,"[3, 5]",[0],0,0,2021-07-05
442707bf,William,Anderson,577-89-4492,1,2009-11-04 19:20:36.363171,1,[3],[1],0,0,2022-11-13
1a915763,Daniel,Johnson,852-52-7158,1,2000-12-16 19:20:36.363180,1,"[2, 3]",[1],0,9,2022-04-04
6634f7eb,Lisa,Harris,288-10-6944,2,1985-01-26 19:20:36.363188,1,[1],[1],0,1,2024-03-25
6430d951,Sarah,Rodriguez,466-13-2887,1,1986-11-22 19:20:36.363196,2,"[3, 5]",[0],0,1,2024-05-15
cb9c5b60,Matthew,Young,550-34-6896,2,2010-04-03 19:20:36.363204,1,[5],[0],0,0,2021-05-13
aab8774c,Mark,White,130-35-4241,1,2001-05-15 19:20:36.363212,1,[6],[1],0,99,2022-12-04
f4178587,Patricia,Martinez,324-43-3855,1,2001-08-04 19:20:36.363220,1,"[1, 3, 6, 5]",[1],0,1,2023-02-12
90981d44,Susan,Thompson,667-41-3925,1,1992-02-02 19:20:36.363229,1,"[3, 6]",[5],0,1,2023-02-21
11b4a280,Thomas,Hernandez,280-43-2657,1,2011-01-21 19:20:36.363237,1,[4],[1],0,8,2024-02-25
8e68a32c,Margaret,White,793-27-7208,8,2002-11-09 19:20:36.363245,1,"[3, 5]",[0],0,0,2023-06-14
9c75c9da,Charles,Moore,213-53-4444,1,1967-04-07 19:20:36.363253,1,[3],[1],0,1,2022-04-23
d20caa47,James,Smith,345-57-7100,2,2007-01-06 19:20:36.363261,1,[5],[0],0,1,2022-04-03
0739c7bc,Ashley,Lewis,639-89-8106,1,1990-06-19 19:20:36.363269,1,[5],[1],0,0,2022-06-15
71d03235,William,Martin,166-XX-XXXX,1,2004-05-31 19:20:36.363278,1,[3],[1],0,99,2021-08-25
270317d0,Jennifer,Martinez,233-34-4140,2,2005-05-07 19:20:36.363286,99,"[6, 5]",[99],0,1,2022-08-19
4375ef53,Charles,Smith,811-57-6209,2,2005-04-26 19:20:36.363294,1,[5],[2],0,1,2021-06-29
70cf371e,Mary,Anderson,751-41-1756,99,1980-09-28 19:20:36.363302,1,[99],[0],0,0,2021-08-17
bf5ad27b,Robert,Jackson,701-34-9773,1,1970-12-15 19:20:36.363310,1,[5],[1],0,0,2021-07-02
62b0d28f,David,Martinez,252-51-5049,1,1979-01-02 19:20:36.363318,1,"[3, 5]",[1],0,1,2022-11-28
24cbb3ef,Joseph,Jackson,914-45-3071,2,1994-08-07 19:20:36.363327,1,[2],[1],0,1,2024-04-27
7cc9e208,Donald,Anderson,698-XX-XXXX,1,1993-02-23 19:20:36.363335,1,"[3, 6]",[0],0,0,2022-01-21
d5aba1bd,Matthew,Martinez,314-XX-XXXX,9,2003-12-07 19:20:36.363343,8,[3],[0],0,1,2021-08-26
74ccc3d5,Robert,Jones,903-70-2062,8,2001-05-17 19:20:36.363351,1,"[6, 5]",[1],0,1,2024-03-19
04dd34b9,Susan,Hall,497-92-9342,1,1963-11-01 19:20:36.363359,1,[5],[0],0,0,2023-01-24
6d03ccae,Jennifer,Martin,631-69-3932,2,2009-01-29 19:20:36.363367,1,[1],[1],0,1,2021-09-18
468e2f07,Mary,Jones,482-77-8918,2,2001-09-09 19:20:36.363375,1,[5],"[0, 5]",0,0,2022-10-04
b1b0f133,William,Lewis,606-70-5396,1,2007-04-19 19:20:36.363383,1,"[3, 5]",[0],0,99,2023-02-18
a6518269,Susan,Rodriguez,753-84-1599,9,2011-02-20 19:20:36.363392,1,"[1, 6, 5]",[0],0,1,2024-03-27
5a1fef0d,Jessica,Miller,307-67-4840,1,2002-05-16 19:20:36.363400,2,[3],[1],0,0,2021-01-04
75d2ddc1,Daniel,Anderson,413-64-7178,2,1990-10-16 19:20:36.363408,1,[5],[1],0,1,2022-09-29
4e0dc555,Emily,Martin,962-57-5170,1,1982-03-18 19:20:36.363416,1,[3],[0],0,1,2021-05-07
d45f14ed,Susan,Thompson,237-20-5834,8,1963-12-18 19:20:36.363424,1,"[2, 6, 5]",[0],0,1,2024-04-23
60712528,Mary,Hall,460-39-1674,1,1963-04-04 19:20:36.363433,2,[3],[1],0,1,2024-01-02
a82e9b81,Elizabeth,Walker,736-53-7981,1,1986-12-14 19:20:36.363441,1,"[3, 5]",[0],0,1,2022-01-24
4667b66a,Elizabeth,Rodriguez,542-62-7021,9,2005-03-20 19:20:36.363449,1,[1],[0],0,0,2023-03-06
9cc84451,Thomas,Anderson,424-44-7264,1,1986-05-06 19:20:36.363457,1,[3],[9],0,0,2023-05-18
a752e594,Daniel,Davis,552-39-5351,1,1991-05-15 19:20:36.363465,1,[6],[1],0,0,2022-10-17
551c9d22,Emily,Robinson,467-20-5825,99,2006-07-17 19:20:36.363473,1,"[1, 3, 6]",[0],0,1,2023-01-18
7c5d31f8,John,Taylor,625-79-2280,99,1994-04-11 19:20:36.363482,1,[5],[1],0,8,2021-09-16
556893ba,Thomas,Thomas,333-22-2942,1,1996-12-18 19:20:36.363490,1,[8],[0],0,1,2023-12-01
f12f2a55,Michael,White,139-79-4281,1,1995-06-13 19:20:36.363498,2,"[2, 3, 5]",[0],0,0,2024-05-17
4751403f,Anthony,Miller,791-52-5096,1,1994-01-15 19:20:36.363507,1,"[3, 6]",[0],0,1,2024-04-24
ef4443d8,Daniel,Martin,935-97-5496,1,2004-11-19 19:20:36.363515,1,"[6, 5]",[1],0,1,2022-03-31
3d0c4899,Jennifer,Clark,718-27-9898,1,1945-11-30 19:20:36.363523,1,[3],[1],0,1,2021-08-07
4b442f15,Anthony,Young,108-XX-XXXX,1,1991-07-31 19:20:36.363532,1,[6],[0],1,8,2023-03-21
3b7f666a,Patricia,Hall,388-54-7616,2,2001-06-10 19:20:36.363540,1,[5],[0],0,0,2021-01-19
c6c0b3db,Nancy,Williams,941-XX-XXXX,2,1970-06-01 19:20:36.363548,1,"[3, 5]",[1],0,0,2024-01-08
b8bfd911,Anthony,Allen,771-11-8733,2,1989-06-21 19:20:36.363556,1,[6],"[1, 5]",0,8,2023-08-02
57ca749c,Jennifer,Young,879-29-7512,1,1970-09-18 19:20:36.363564,1,"[3, 5]",[1],0,1,2022-10-10
a1405be3,Karen,Garcia,840-36-8773,1,1975-05-07 19:20:36.363572,1,[3],"[1, 5]",0,1,2021-10-24
e33051db,David,Miller,701-80-8679,1,1999-08-22 19:20:36.363580,1,[1],[1],0,1,2022-08-31
60060541,Ashley,Taylor,572-53-2406,1,2008-04-19 19:20:36.363589,8,[3],[0],0,1,2022-03-25
2dda4123,David,Moore,292-64-7843,1,2002-07-15 19:20:36.363597,1,[6],[0],0,1,2023-10-21
29655be4,Mark,Johnson,560-81-1493,8,1980-01-15 19:20:36.363605,1,"[3, 6, 5]",[1],0,1,2023-07-23
0e406d24,Ashley,Taylor,691-26-6006,1,1997-09-12 19:20:36.363613,1,"[3, 5]",[1],0,1,2021-10-29
82f482cb,Lisa,Martinez,109-XX-XXXX,1,2003-04-25 19:20:36.363621,1,[3],[4],0,1,2024-05-16
4451e0e5,Sandra,Jackson,774-55-6567,1,2004-01-15 19:20:36.363629,1,[4],[1],0,1,2022-08-04
a843f24f,Elizabeth,Hall,535-97-7608,2,1965-04-05 19:20:36.363638,1,[5],[0],0,1,2021-10-26
f13022e0,William,Wilson,807-78-5909,1,1957-09-02 19:20:36.363646,1,"[3, 6, 5]",[1],0,1,2021-03-12
d3f4ad61,Lisa,Robinson,123-82-1527,1,1992-01-19 19:20:36.363654,1,"[1, 3, 5]",[0],1,1,2024-05-11
f619f82c,Matthew,Lee,257-XX-XXXX,1,2007-08-14 19:20:36.363662,1,[3],[1],0,0,2022-10-18
3076e799,Matthew,Williams,438-XX-XXXX,1,2004-01-09 19:20:36.363670,1,[2],[0],0,1,2022-09-25
9c71f46a,Susan,Lewis,918-87-7404,1,2011-11-24 19:20:36.363678,1,[5],[0],0,1,2023-10-26
cbfbf889,Patricia,Young,309-XX-XXXX,2,1978-07-08 19:20:36.363687,1,[3],[1],0,1,2021-09-10
8880f8fd,Karen,Martinez,165-XX-XXXX,1,2005-12-02 19:20:36.363695,1,"[3, 5]",[1],0,1,2022-07-15
37117aca,Charles,Jones,292-70-2779,1,1991-08-08 19:20:36.363703,1,"[3, 6, 5]",[1],0,1,2024-03-21
de4fd5d2,Susan,Martinez,562-91-5991,1,2006-07-18 19:20:36.363711,1,"[3, 5]",[0],0,1,2023-09-07
32e113ac,Mark,Anderson,206-96-3910,99,1983-02-21 19:20:36.363719,9,"[3, 5]",[0],0,1,2022-03-18
1209ece3,Robert,Moore,805-87-9005,1,1980-11-21 19:20:36.363728,1,[7],[0],0,0,2023-10-11
081ef860,James,Williams,303-18-7322,1,1972-01-01 19:20:36.363736,9,[5],[0],0,1,2022-08-20
fe0d7b60,Robert,Martinez,338-47-9591,2,2004-01-30 19:20:36.363744,1,[5],[0],0,1,2023-02-11
add4f43d,Thomas,Hall,158-57-9495,9,2009-04-16 19:20:36.363752,1,[99],[0],0,1,2021-05-01
8c308a67,Elizabeth,Thompson,434-62-7407,99,2000-11-20 19:20:36.363760,1,"[3, 6]",[0],0,0,2022-11-14
28c861b8,Susan,Martin,213-26-9789,2,1966-04-23 19:20:36.363768,1,"[3, 5]",[1],0,0,2021-11-09
